Start	End	Chromosome	Name
74072454	74072676	15	RN7SL429P
74840642	74840707	15	MIR6882
65553081	65553187	15	RNU6-19P
74983274	74983376	15	Y_RNA
72045183	72045367	15	RNU2-65P
80663772	80663878	15	RNU6-380P
18391137	18397622	19	LRRC25
74788672	74788757	15	MIR4513
80581103	80581239	15	MIR5572
79209788	79209871	15	MIR184
83717427	83717522	15	RNU6-401P
83824863	83824953	15	RNU6-1339P
76586647	76586691	15	MIR3713
76736641	76736980	15	RN7SKP217
85770496	85770578	15	MIR1276
88608107	88608197	15	MIR1179
87474183	87474289	15	RNU6-185P
85651522	85651628	15	RNU6-1280P
88611825	88611934	15	MIR7-2
88611847	88611924	15	MIR3529
97353497	97353815	15	RN7SL677P
39539395	39546073	4	
97472126	97472252	15	RNA5SP401
15492729	15492972	4	
96333261	96333307	15	MIR1469
96486582	96486891	15	RN7SKP254
92417547	92417689	15	
96496180	96496462	15	Metazoa_SRP
98026042	98026139	15	U6
39452587	39458931	4	RPL9
98074667	98074763	15	RNU6-1186P
95745804	95745994	15	RNU2-3P
84748592	84806445	15	ZNF592
101717564	101723106	13	
101778884	101779048	13	RNU1-24P
101801878	101802488	13	HMGB3P7
101967642	101967746	13	MIR2681
102002125	102003310	13	LIPT1P1
18418864	18434562	19	SSBP4
102016953	102017069	13	RNY1P2
102045934	102046004	13	MIR4705
102263046	102263202	13	RPL39P29
102292327	102394519	13	FGF14-IT1
102299790	102300272	13	
102367539	102373666	13	FGF14-AS1
102394612	102395707	13	FGF14-AS2
102880040	102896033	13	METTL21EP
89095959	89118071	6	SRSF12
102784281	102799040	13	POGLUT2
65009289	65056740	17	GNA13
84753122	84754502	15	
28599241	28601881	16	
84852498	84852615	15	
28602340	28604519	16	
101060029	101061005	10	
28612131	28614884	16	
25106521	25106603	15	SNORD116-29
25108268	25108352	15	SNORD116-30
28659696	28740781	16	
101061989	101068131	10	KAZALD1
25135642	25138055	15	PWAR1
25159221	25159279	15	SNORD115
209232196	209233419	1	TFDP1P1
25169337	25169676	15	DMAC1P1
28700294	28701540	16	CDC37P1
25170723	25170804	15	SNORD115-1
173477330	173488815	1	PRDX6
28724252	28724321	16	MIR6862-2
28749959	28750595	16	
28773824	28777534	16	
25172635	25172716	15	SNORD115-2
28802743	28817828	16	
25174927	25175008	15	SNORD115-3
25176832	25176913	15	SNORD115-4
158515605	158516229	6	CACYBPP3
28813980	28814673	16	
25178738	25178819	15	SNORD115-5
139271362	139667284	6	
25180497	25180578	15	SNORD115-6
25182385	25182466	15	SNORD115-7
141228726	141367753	3	PXYLP1
28820570	28822033	16	
25184306	25184387	15	SNORD115-8
25185631	25185712	15	SNORD115-9
28822431	28823969	16	
25187536	25187616	15	SNORD115-10
25189414	25189495	15	SNORD115-11
28830612	28837200	16	
158232236	158511828	6	TULP4
25191416	25191497	15	SNORD115-12
28842411	28846348	16	TUFM
25193321	25193402	15	SNORD115-13
25194921	25195001	15	SNORD115-14
25197576	25197656	15	SNORD115-15
25199448	25199529	15	SNORD115-16
25201323	25201404	15	SNORD115-17
25203227	25203308	15	SNORD115-18
25204357	25204438	15	SNORD115-19
25206262	25206343	15	SNORD115-20
25208083	25208163	15	SNORD115-21
25209918	25209999	15	SNORD115-22
25211796	25211877	15	SNORD115-23
25213648	25213729	15	SNORD115-24
25215541	25215622	15	SNORD115-25
25218617	25218698	15	SNORD115-26
35030317	35030420	20	RNU6-407P
25220497	25220578	15	SNORD115-27
57442742	57458298	20	
25222348	25222428	15	SNORD115-28
57487959	57495366	20	HMGB1P1
25223246	25223327	15	SNORD115-29
81976807	82017406	17	ASPSCR1
25225203	25225284	15	SNORD115-30
57495966	57525652	20	CTCFL
25227109	25227190	15	SNORD115-31
25228967	25229048	15	SNORD115-32
25230838	25230919	15	SNORD115-33
236348257	236502915	1	EDARADD
25232387	25232468	15	SNORD115-34
25234247	25234328	15	SNORD115-35
25236085	25236166	15	SNORD115-36
25237986	25238067	15	SNORD115-37
25239838	25239919	15	SNORD115-38
89283636	89292125	10	
25241746	25241827	15	SNORD115-39
25243614	25243695	15	SNORD115-40
25245478	25245559	15	SNORD115-41
25247345	25247426	15	SNORD115-42
25249198	25249279	15	SNORD115-43
25250859	25250940	15	SNORD115-44
25255579	25257027	15	
25264510	25264590	15	SNORD115-45
25266591	25266661	15	SNORD115-46
89283694	89309271	10	IFIT2
25268466	25268551	15	SNORD115-47
25269783	25269858	15	SNORD115-48
25278343	25278409	15	SNORD109B
86593755	86594589	8	MIOXP1
25345633	25347235	15	
51833134	51833426	15	
51858070	51858352	15	Metazoa_SRP
86660525	86661922	8	UBE2Q2P10
51859185	51861293	15	
62443176	62443282	5	RNU6-661P
62512246	62512482	5	CKS1BP3
51884556	51884653	15	Y_RNA
51887560	51901123	15	
51907200	51907305	15	RNU6-90P
28289258	28289350	10	MIR8086
51908902	51909642	15	
28303300	28307658	10	MPP7-DT
86707547	86765023	8	
141907813	142106747	7	MGAM
28338554	28340942	10	ZNF101P1
51919073	51930627	15	
86765935	86818558	8	
28408039	28408251	10	U3
62561859	62562216	5	
28433008	28495813	10	LINC02652
28436201	28437078	10	RPSAP10
62575951	62576271	5	RPL35AP14
86776479	86776638	8	
28442575	28442896	10	RN7SKP39
62578819	62581446	5	LRRC70
86657388	86660293	8	GOLGA2P1
28522652	28533066	10	WAC-AS1
8039978	8040953	8	OR7E96P
8048919	8049267	8	
28652630	28652755	10	RNU4ATAC6P
8059459	8059674	8	
8059572	8199973	8	
28658987	28659467	10	TPRKBP1
28667919	28668025	10	RNU6-1067P
51938025	51971778	15	LEO1
28677510	28682932	10	BAMBI
8065599	8065816	8	
8086022	8086765	8	
8088941	8089089	8	MIR548I3
8095946	8096726	8	RPS3AP31
8116745	8116949	8	SNRPCP17
8154308	8216916	8	ENPP7P1
161288429	161549044	5	GABRB2
8167819	8226614	8	FAM85B
28067587	28068334	13	KATNBL1P1
28107431	28107877	13	CHCHD2P8
8188535	8189195	8	
99546709	99564039	4	TRMT10A
28136843	28138193	13	PAN3-AS1
86553977	86743675	8	CNGB3
28138506	28295335	13	PAN3
91600171	91600321	1	
166474745	166481565	1	FMO7P
227509028	227510618	1	
188218400	188220676	1	
246755511	246755832	1	RPL35AP6
221819842	221840717	1	LINC01655
28843919	28844007	16	MIR4721
28862166	28863340	16	
28881480	28881607	16	
190097658	190478404	1	BRINP3
28904421	28936526	16	RABEP2
28743745	28744663	10	
28760699	28760803	10	RNU6-270P
28812899	28813139	10	
133083073	133088491	10	ADGRA1-AS1
133144612	133145304	10	RPL5P28
133230217	133231558	10	UTF1
241637213	241673857	2	ATG4B
133237855	133241928	10	VENTX
154216931	154217489	6	
132997551	132998040	6	RPL23AP46
163115691	163137775	6	
168286905	168289350	6	CTAGE13P
54016479	54016777	6	ERHP2
170695313	170696950	6	
169703902	169725566	6	PHF10
209267798	209268223	1	ATP5MC2P1
165201867	165356715	1	LMX1A
133246478	133247891	10	MIR202HG
133247511	133247620	10	MIR202
133257144	133257551	10	
133262420	133276868	10	ADAM8
37608725	37633564	22	GGA1
51829628	51947295	15	TMOD3
28214513	28215897	13	EEF1A1P3
28232501	28232607	13	RNU6-82P
28300346	28495145	13	FLT1
43593054	43604901	15	CKMT1B
22156913	22164479	8	SFTPC
136818647	136855888	3	SLC35G2
99594799	99625913	4	
18434388	18438167	19	ISYNA1
163455568	163479500	3	
167809386	167914215	1	ADCY10
172830981	172831229	3	
145523538	145524415	3	LARP7P4
172039578	172401669	3	FNDC3B
43599563	43618800	15	STRC
28931965	28939342	16	CD19
85990007	86594625	4	MAPK10
136658856	136672678	9	EGFL7
62306206	62537249	5	
132747426	132754403	5	CCNI2
20138820	20145471	14	OR4N5
104769349	104795751	14	AKT1
170158728	170160471	6	
143060496	143341058	6	AIG1
142310427	142326455	5	SPRY4
180847611	180861285	5	ZFP62
38977909	39493095	7	POU6F2
180784780	180815652	5	MGAT1
30068632	30069631	17	
79792132	79801683	17	CBX8
133308914	133313162	10	ZNF511
5619764	5644398	11	TRIM34
169722640	169764705	1	SELE
149594873	149648972	6	KATNA1
93405673	93441947	12	UBE2N
106215763	106217218	8	SLC16A14P1
133309410	133352529	10	ZNF511-PRAP1
49791866	49791934	19	MIR6799
106265435	106268741	8	
49806866	49817376	19	FUZ
106520474	106657548	8	OXR1-AS1
133324072	133336935	10	CALY
106697427	106698013	8	TAGLN2P1
19605454	19605933	17	MTCO1P39
106729795	106729856	8	RNU7-84P
106759483	106770244	8	ABRA
64881091	64881181	17	
28952816	28966883	16	NFATC2IP-AS1
48997385	49056145	17	IGF2BP1
28958583	28958661	16	MIR4517
28973962	28978824	16	
28494205	28574267	8	FZD3
28974221	28984548	16	SPNS1
90392257	90409766	5	CETN3
143755089	143757696	7	CTAGE6
66553805	66554199	7	
133344643	133344906	10	BANF1P2
133345754	133350726	10	
133347368	133352683	10	PRAP1
66556216	66557065	7	SAPCD2P3
66556889	66557362	7	
66606738	66607107	7	RPL35P5
54948015	54984762	12	TESPA1
66628958	66811189	7	
73675638	73761137	11	RAB6A
66748838	66749077	7	
66848496	66858136	7	
66880708	66882981	7	GTF2IP23
66891188	66891291	7	RNU6-1254P
66914581	66914943	7	
66915063	66915334	7	Metazoa_SRP
150685697	150693641	7	GIMAP2
133355158	133358025	10	FUOM
136670602	136670686	9	MIR126
175059361	175060031	3	EEF1B2P8
136673143	136687457	9	AGPAT2
28505116	28505182	8	MIR4288
28530411	28530519	8	RNA5SP259
28690215	28702030	8	EXTL3-AS1
157162663	157163932	3	KRT18P34
164714095	164831480	3	LINC01324
164978898	165078496	3	SI
28767661	28890242	8	INTS9
150716606	150724284	7	GIMAP1
170353487	170736632	5	KCNIP1
150716668	150743646	7	GIMAP1-GIMAP5
150746893	150747728	7	GIMAP3P
150749736	150750094	7	BET1P1
150791285	150801360	7	TMEM176B
28495468	28497267	13	
134009033	134009218	6	
160872888	160926204	6	
44939249	44989471	13	NUFIP1
53353427	53354134	17	
147741434	147743324	6	
142062717	142063053	6	
38918801	38921769	17	
133362485	133373354	10	ECHS1
73662568	73663848	17	
112070663	112087529	6	TUBE1
59707192	59842255	17	VMP1
44982077	45083125	13	
44989529	45037669	13	GPALPP1
133371556	133371663	10	MIR3944
133374736	133374869	10	
133379261	133391694	10	PAOX
217426992	217631090	1	GPATCH2
136712572	136724742	9	DIPK1B
136726104	136726239	9	SNORA17B
136726105	136726234	9	SNORA17B
136726747	136726879	9	SNORA17A
136726748	136726879	9	
136728953	136729855	9	
136738167	136743356	9	LCN10
45002150	45002447	13	RN7SL49P
45060729	45061086	13	RN7SKP3
45120510	45284893	13	GTF2F2
214281102	214337131	1	SMYD2
71386852	71390829	6	
163042557	163054161	6	PACRG-AS2
118589070	118589634	6	SSXP10
89130887	89145985	6	
163163830	163192038	6	PACRG-AS3
43602543	43602648	15	RNU6-554P
43614208	43632283	15	
49808933	49809738	19	
49832018	49832099	19	MIR6800
49838639	49851676	19	PTOV1-AS1
43637632	43637738	15	RNU6-610P
43642389	43643023	15	
43649123	43649280	15	PDIA3P2
43663654	43684339	15	
49852887	49854967	19	
49854591	49854651	19	MIR4749
43692886	43699222	15	CKMT1A
49856970	49859289	19	PTOV1-AS2
45123093	45123414	13	RN7SKP4
45124015	45124143	13	
45192853	45201045	13	KCTD4
45333471	45341284	13	TPT1
150800403	150805118	7	TMEM176A
49859882	49878351	19	PNKP
136738167	136748453	9	
118565660	118576840	6	
143843338	143863812	6	LTV1
135807148	135808466	6	
47879472	47882398	17	
112355841	112356714	6	RPSAP45
80466958	80469080	6	
64953683	64956546	17	SLC16A6P1
54956760	54958426	17	
59912197	59912366	17	RPS29P21
159169400	159272108	6	FNDC1
136744017	136748525	9	LCN6
51177425	51260163	17	MBTD1
157785743	157859145	5	CLINT1
121839527	121863596	12	HPD
191245185	191425389	2	MYO1B
49454168	49539538	10	ERCC6
21653835	21667642	14	OR4E2
31014646	31014742	14	MIR624
105248533	105251093	14	BTBD6
136746893	136746970	9	MIR6722
136759634	136766255	9	LCN15
57406954	57427580	11	SLC43A3
20239286	20244349	14	OR11H4
50532509	50634017	14	ATL1
43702363	43702470	15	RNU6-353P
43734179	43734285	15	RNU6-354P
43772605	43777315	15	ELL3
60177327	60422470	17	USP32
136779939	136780218	9	ATP6V1G1P3
136791344	136793317	9	TMEM141
49551308	49552652	10	HMGB1P50
49609095	49667942	10	CHAT
116873454	116876376	7	
136791379	136800595	9	
136796338	136807741	9	CCDC183
45341345	45417975	13	TPT1-AS1
116909877	116909964	7	Y_RNA
116944286	116944414	7	RNA5SP239
116952446	116954334	7	ST7-AS1
28798142	28802085	8	INTS9-AS1
116952698	116952813	7	
28810103	28810418	8	RPL36AP32
28915579	28915864	8	Metazoa_SRP
116953214	116953324	7	
116953899	117098806	7	ST7-OT4
37634654	37656117	22	SH3BP1
42271302	42332460	8	IKBKB
30819714	30819914	14	
30821419	30821843	14	
30874514	30895065	14	COCH
147660703	147953937	6	
134345688	134349337	6	
108294991	108526796	6	AFG1L
116954391	117119719	7	
116954480	116954679	7	
116954983	116955154	7	
116956431	116956723	7	
116959593	116959805	7	
170864875	170870208	3	RPL22L1
116965846	116967472	7	
116972165	116972911	7	TPM3P1
117020211	117020319	7	MIR6132
117072072	117146480	7	ST7-AS2
169690665	169711702	1	SELL
117091678	117097262	7	
117117912	117117983	7	
117184126	117184199	7	
117187548	117187740	7	
117190133	117190269	7	
117191647	117191761	7	
117262918	117264888	7	
62403972	62628582	5	IPO11
136799223	136810042	9	
136800366	136829466	9	
117263917	117264388	7	MTND4P6
136803927	136808848	9	CCDC183-AS1
117264393	117264530	7	MTCYBP6
244598391	244598687	1	CYCSP5
140609847	140609955	7	Y_RNA
168695468	168729206	1	DPT
43772617	43799133	15	
140640909	140669476	7	
140645829	140646126	7	RN7SL771P
136807943	136841187	9	RABL6
140672945	140696261	7	ADCK2
172889357	173141235	3	SPATA16
43793659	43793759	15	MIR1282
43804492	43824690	15	MFAP1
87746567	87746683	12	
95310928	95318263	1	LINC01760
187632166	187632439	1	
116174502	116181295	12	
221133865	221134221	1	
205625483	205626153	1	
227518738	227520619	1	
34022468	34029694	12	ALG10
57561080	57568121	20	PCK1
169740109	169751587	6	DYNLT2
223538007	223665723	1	CAPN8
28974804	28990775	16	
82892390	83065841	6	UBE3D
28989140	28990778	16	
29074976	29116718	16	RRN3P2
65611366	65660995	15	SLC24A1
57599695	57601200	20	
29075022	29104162	16	
88492793	88580851	12	KITLG
57603846	57620576	20	ZBP1
29139661	29216706	16	
140690777	140722790	7	NDUFB2
29204633	29205855	16	
29215385	29221040	16	
169447867	169477052	3	MECOM-AS1
172680714	172681224	3	
29225594	29226348	16	
45393316	45418455	13	SLC25A30
29262273	29264479	16	
29272220	29272772	16	
166181313	166181820	3	MCUR1P2
29291220	29372110	16	
141876124	141926549	3	ATP1B3
29312350	29331277	16	
29380242	29380345	16	
29425800	29447026	16	SMG1P6
29449191	29449625	16	
29455105	29464963	16	SLX1B-SULT1A4
54609249	54670420	17	
27237859	27241661	17	
53434131	53435829	17	
37639693	37666932	22	
48899131	48899748	17	
64892728	64892845	17	
20612667	20614008	17	
54964474	54964679	17	
59940908	59973101	17	
51183191	51186403	17	
37641832	37658377	22	PDXP-DT
65051909	65053308	17	
82519713	82644662	17	FOXK2
136812788	136815536	9	NCLP1
29475064	29475355	16	
37669464	37669739	22	RN7SL385P
136830957	136831023	9	MIR4292
228735479	228746664	1	RHOU
29478879	29482591	16	
136848724	136851027	9	PHPT1
37675636	37679802	22	LGALS1
28341437	28341543	16	
29595130	29596137	16	
29599179	29599265	16	MIR3680-2
29618785	29636328	16	CA5AP1
136317961	136318236	6	
29624517	29624825	16	
29662979	29670876	16	SPN
160926269	160943110	6	
149591755	149592663	6	
139338018	139339580	6	
47209214	47356889	20	ZMYND8
183252263	183258968	1	
143807092	143844617	6	
170115636	170116576	1	SIGLEC30P
29442917	29613717	16	
160905770	160913638	6	
166022215	166023027	1	RPS3AP10
159468601	159662627	6	
29527568	29594966	16	SMG1P2
185045526	185102603	1	RNF2
45919131	45992120	12	SCAF11
170575295	170584692	6	PDCD2
29613103	29613640	16	SLC7A5P1
29973868	29992261	16	TAOK2
140695336	140697077	7	NDUFB2-AS1
140884072	140884178	7	RNU6-85P
140934867	140935010	7	
37681673	37693476	22	NOL12
140997952	140999800	7	CCT4P1
136752630	136755780	3	STAG1-DT
149357169	149357545	3	
166160021	166160370	3	MTND4P17
141002610	141015228	7	MRPS33
169709295	169709765	3	SDHDP3
170418868	170860380	3	
171843349	171938715	3	TMEM212
136850943	136860799	9	MAMDC4
209325392	209328535	1	LINC01696
172301654	172303052	3	
141943581	141969741	5	PCDH12
45436121	45436660	13	PPIAP25
25096136	25099254	13	PABPC3
25096140	25098229	13	
150659885	150703971	3	ERICH6
25141536	25141809	13	
25161679	25172288	13	AMER2
163111121	163321791	1	RGS5
107563484	107578523	7	DUS4L
25168969	25190643	13	LINC01053
25172819	25180079	13	LINC00463
25190063	25190317	13	
140639435	140645408	5	TMCO6
25193107	25210295	13	LINC01076
25206049	25206506	13	RPL23AP69
25246222	25287510	13	MTMR6
83220527	83227721	17	
64778842	64778937	17	
83226897	83240804	17	RPL23AP87
37686414	37726503	22	
83132647	83136150	17	
49610310	49612720	10	SLC18A3
71620978	71621436	17	MYL6P5
49679651	49710261	10	C10orf53
69244311	69327244	17	ABCA5
38111495	38214778	22	PLA2G6
37776526	37858106	10	ZNF248
65655620	65656085	15	
65658046	65792293	15	DENND4A
30876179	30889808	14	
30893799	31026401	14	STRN3
99356131	99356228	13	MIR623
99372173	99372686	13	HMGB3P4
99404684	99417224	13	
99407837	99408914	13	CCR12P
136862119	136866308	9	EDF1
99429211	99432702	13	
155870650	155944020	3	GMPS
99446311	99564048	13	TM9SF2
14504874	14643635	11	PSMA1
102063355	102074820	12	
73758657	73846188	12	LINC02445
108778912	108779166	12	
96422326	96485442	12	
59719698	59719944	12	
95885169	95885797	12	
31893370	31893702	12	
110951683	110957820	12	LINC01404
217631324	217871696	1	SPATA17
130255902	130262770	7	
130266863	130289798	7	CPA2
94148577	94307675	12	PLXNC1
136886733	136886803	9	MIR4479
138139770	138178953	5	BRD8
136401922	136410614	9	ENTR1
49818282	49840383	19	MED25
198973379	198985506	1	
29992330	29996074	16	HIRIP3
46005088	46030623	10	NCOA4
36168217	36214588	13	SOHLH2
162957258	162957548	6	
142088233	142089219	6	NMBR-AS1
86086415	86087134	6	RPL7P27
169725091	169725854	6	
114349483	114350648	6	DNAJA1P4
191151510	191154634	1	
79552794	79553160	6	
157232231	157237136	1	
188705623	188732208	1	
67878316	67889339	6	
170662728	170739421	1	PRRX1
168225279	168226517	6	
170160606	170163142	6	
52862525	52868083	X	XAGE3
162969050	162975007	6	
153666627	153667318	6	MTATP6P31
82353861	82363657	6	
57172326	57189833	6	BAG2
171941607	171996871	3	
148368384	148591927	3	
167065831	167066320	3	PPIAP74
112361437	112362722	6	KRT18P65
141470634	141471902	3	KRT18P35
111227747	111259034	6	MFSD4B-DT
46438310	46438619	6	RPL36P10
177621382	177628287	3	
153231320	153347488	6	
130293134	130324180	7	CPA4
137791973	137796678	3	
166651524	166655610	6	
172560888	172595607	3	LINC02068
132076990	132128020	X	FRMD7
130013699	130141449	6	L3MBTL3
30964347	30964622	14	HIGD1AP17
180566718	180601935	3	TTC14-DT
36168794	36297842	13	CCDC169-SOHLH2
31018446	31018796	14	
31111569	31112239	14	RPL21P5
175773145	175776333	3	NAALADL2-AS1
176113702	176114537	3	
31142939	31143048	14	RNU6-541P
167958744	167959082	3	HMGN2P26
31244761	31244861	14	Y_RNA
31248628	31302739	14	
31258608	31258709	14	Y_RNA
166605188	166605455	3	
128153481	128408646	3	EEFSEC
68874128	68979440	14	ACTN1
29995715	30005793	16	INO80E
221880981	221978523	1	LINC02257
228776312	228776865	1	
238485445	238538305	1	
185296388	185317273	1	IVNS1ABP
176415439	176867838	3	LINC01208
102712445	102717733	X	GPRASP2
166721458	166721610	3	
161222911	161223147	3	
170996347	171026743	3	SLC2A2
136428619	136439845	9	INPP5E
36222008	36297840	13	CCDC169
43654907	43746817	X	MAOA
136483495	136486067	9	C9orf163
136542881	136543835	9	
105447796	105552433	9	FSD1L
65696833	65696936	15	SNORD13E
65719246	65719332	15	MIR4511
65726054	65891989	15	RAB11A
130481491	130484392	7	
130486042	130491033	7	MESTIT1
3308565	3346652	X	MXRA5
54968727	55173632	17	STXBP4
130486171	130506465	7	MEST
3367149	3368382	X	ASS1P4
3271544	3290158	X	LINC01546
121190868	121191518	12	
42069935	42070625	12	
105304867	105327017	12	C12orf75-AS1
49532177	49539538	X	GAGE12C
115299588	115300708	12	
87782163	87784568	12	MKRN9P
80707634	80709474	12	MYF6
105287830	105288365	8	
105546089	106060524	8	ZFPM2-AS1
49541733	49549094	X	GAGE12D
65766460	65767398	15	
65771176	65772139	15	
105662352	105685765	8	
65816302	65817481	15	HNRNPA1P44
106977277	106987160	12	MTERF2
105669991	105679031	8	
105737280	105737765	8	RPL12P24
105826570	105834038	8	
65843484	65843558	15	U6
105929126	105929238	8	Y_RNA
162601627	162601792	3	
32175247	32175351	15	Y_RNA
32182551	32186475	15	
156523740	156524247	3	
32250302	32256125	15	
106270144	106752694	8	OXR1
165186720	165197109	3	SLITRK3
219409039	219459369	1	LYPLAL1-AS1
32284152	32284258	15	RNU6-18P
32313126	32315654	15	
49551278	49568218	X	GAGE12F
32359538	32367784	15	
32384242	32384418	15	
32384937	32387484	15	DNM1P31
204141404	204143327	1	ERLNC1
140461000	140462825	3	
32394365	32394613	15	RN7SL185P
32398956	32435233	15	
215886582	215901464	1	
177441910	177767379	3	LINC00578
49551289	49558645	X	GAGE12E
214344172	214357615	1	
49364066	49396089	10	DRGX
95473520	95515839	12	METAP2
176857302	177164973	1	ASTN1
32426288	32426420	15	U8
16436943	16513745	10	PTER
32436503	32439767	15	DNM1P32
105520128	105526359	9	RALGAPA1P1
105554035	105558304	9	FKTN-AS1
32441914	32455634	15	GOLGA8O
105656369	105657989	9	
142043623	142044198	3	
105662457	105663124	9	TAL2
169003022	169038416	3	LINC01997
152835131	152841439	3	P2RY1
87966441	87974753	9	CDK20
138825063	138826329	3	EEF1A1P25
170656562	170662123	3	
175079307	175115242	3	NAALADL2-AS3
175473919	175477602	3	
170740351	170741365	3	
168928169	168928598	3	
175718231	175718670	3	UBE2V1P2
49570400	49577754	X	GAGE12G
150541998	150603228	3	SERP1
93741591	93764749	11	C11orf54
79512533	79516440	10	EIF5AL1
123148136	123150672	10	HMX2
49818279	49970203	10	PARG
71678899	71743468	17	
64847386	64847728	17	
60135762	60140081	17	
53105734	53106358	17	MTCO1P40
49579949	49587301	X	GAGE12H
62701314	62808344	17	MARCHF10
38291918	38398522	22	TPTEP2-CSNK1E
32446674	32446964	15	RN7SL539P
32461666	32461809	15	
32489267	32491586	15	GOLGA6L23P
172828736	172829176	3	ATP5MC1P4
49589496	49596824	X	GAGE2A
38416565	38423933	22	
32494003	32500346	15	MPHOSPH10P2
38424288	38427336	22	
141600276	141600579	3	YWHAQP6
38426327	38455199	22	KCNJ4
49599020	49608538	X	GAGE1
241315100	241354027	2	SEPTIN2
32519848	32536926	15	WHAMMP1
30005514	30023270	16	DOC2A
38434307	38436686	22	
38468078	38483447	22	KDELR3
77784610	77785070	15	
77787193	77788674	15	
77916522	77922019	15	
77916718	77916982	15	RN7SL214P
77954075	77963654	15	
77993405	77995289	15	
78091172	78091297	15	SNORA63
78104606	78131535	15	CIB2
49303646	49319841	X	GAGE10
38483438	38507660	22	DDX17
171058414	171460408	3	TNIK
35768652	36131382	13	DCLK1
4324043	4342786	19	STAP2
49322037	49329384	X	GAGE12J
170736173	170737777	6	
159165899	159170007	6	FNDC1-AS1
79561132	79561602	6	
118452469	118454992	6	
112365704	112367444	6	FEM1AP3
137492199	137494394	6	OLIG3
38675925	38703145	6	GLO1
85546539	85742029	9	AGTPBP1
159094093	159116254	6	
64631205	64631682	6	HNRNPDP2
170612622	170638715	6	
57186992	57222307	6	RAB23
35638247	35642296	10	FZD8
119571802	119597029	10	TIAL1
49331582	49338949	X	GAGE13
77825747	77899271	X	MAGT1
43679341	43706709	17	LINC02594
55751051	55842830	17	PCTP
114894632	114898529	12	
92247697	92363832	12	LINC02391
117245551	117246164	12	ELOCP32
78131498	78171945	15	IDH3A
54455950	54473602	12	GTSF1
86170447	86171018	6	RAB1AP2
53815419	53939960	13	LINC00558
170178681	170179660	6	
159042192	159095823	6	
149658153	149718105	6	LATS1
54116476	54116851	13	
54311972	54312048	13	MIR1297
53950255	54270397	13	LINC00458
36950529	36953723	22	CSF2RBP1
40618738	40621348	13	RLIMP1
40727828	40727875	13	MIR320D1
40729128	40771190	13	MRPS31
37010859	37020183	22	TST
49869033	49878459	19	AKT1S1
166665885	166682196	1	FMO10P
209367662	209380518	1	LINC01698
58087892	58093362	12	LINC02403
37282027	37315341	22	CYTH4
212168207	212190259	1	
238491358	238492644	1	KRT18P32
163422405	163423164	1	
40730981	40731253	13	Metazoa_SRP
219199914	219200567	1	RIMKLBP2
40789412	40812460	13	SLC25A15
212035553	212107400	1	DTL
30529688	30542416	17	ALOX12P1
62466817	62600476	12	MON2
30550493	30551189	17	
152637895	152657542	X	GABRQ
80470071	80470428	6	RPSAP72
38587323	38588529	6	TFGP1
168194358	168204501	6	
153004459	153131282	6	RGS17
29625938	29930276	17	SSH2
40810766	40810861	13	MIR621
40822296	40864352	13	TPTE2P5
117998975	117999448	6	
40863599	40863902	13	CYCSP34
40874685	40877861	13	
168292830	168319777	6	DACT2
35473419	35478764	13	MAB21L1
24542952	24545946	9	IZUMO3
152682810	152683842	X	
59650764	59736002	10	SLC16A9
152698767	152702347	X	MAGEA3
30064306	30064825	16	
30075978	30085376	16	PPP4C
112486827	112669397	9	KIAA1958
117907264	118317676	6	SLC35F1
43951223	43967709	19	ZNF221
14518557	14774897	10	FAM107B
152714586	152718607	X	MAGEA2B
153282287	153282733	6	
136335714	136336087	6	
170615515	170738536	6	
168217032	168220262	6	
139371807	139374648	6	CITED2
113038377	113056759	9	ZFP37
10922185	10928681	19	YIPF2
153304595	153427154	6	
64728837	64733837	6	
131628442	131747418	6	ENPP3
129608884	129636135	9	NTMT1
185118101	185157072	1	TRMT1L
66257294	66267860	11	KLC2
152727484	152733735	X	CSAG1
37339583	37427445	22	ELFN2
152733757	152737669	X	MAGEA12
37367960	37427479	22	ELFN2
152746817	152747762	X	
78141243	78143173	15	
71063101	71063989	15	RPL5P3
37371684	37372858	22	
152749863	152753884	X	MAGEA2
71164770	71165415	15	HMGB1P6
37469063	37486393	22	MFNG
84166547	84169896	15	DNM1P41
84171178	84173194	15	
84186752	84197384	15	CSPG4P11
221966341	221984964	1	LINC02474
84205454	84205700	15	RN7SL331P
179293714	179358680	1	SOAT1
84255913	84256014	15	UBE2Q2P8
71097774	71202203	17	CASC17
84389729	84395903	15	
100427143	100451734	9	MSANTD3
84394072	84394336	15	RN7SL417P
84394512	84395514	15	
84401807	84408005	15	CSPG4P5
84412773	84421837	15	UBE2Q2P11
84422618	84425882	15	
55719627	55732121	17	TMEM100
84467901	84468147	15	Metazoa_SRP
43826980	43868412	15	WDR76
41431318	41440717	19	DMAC2
106980967	106981571	8	
107160354	107166595	8	
107173200	107173809	8	HMGB1P46
107186997	107195938	8	
107499773	107506416	8	
141391995	141432454	8	PTP4A3
48958554	48968596	17	GIP
135075422	135121180	9	OLFM1
37490362	37519542	22	CARD10
152753921	152760222	X	CSAG3
168291645	168472303	5	WWC1
152769764	152792268	X	MAGEA6-DT
141507333	141509785	8	
44557484	44561262	17	FZD2
56300005	56320776	8	SDR16C5
152826994	152830757	X	CETN2
48995266	48997492	17	
